,frequency_mhz
31585,122.7
31586,122.9
31587,122.8
31588,125.5
31588,122.7
31589,122.8
31590,122.9
31591,122.8
31592,122.8
31593,122.8
31594,122.9
31595,120.8
31595,122.8
31596,119.35
31596,118.175
31596,122.8
31597,119.025
31597,122.8
31598,133.8
31598,122.9
31599,122.8
31600,127.6
31600,119.65
31600,123.0
31601,122.8
31602,118.35
31602,127.8
31602,122.8
31603,125.1
31603,122.9
31604,122.9
31605,122.4
31605,122.8
31606,125.1
31606,122.9
31606,125.1
31607,122.9
31607,122.8
31608,122.9
31609,122.8
31609,122.2
31610,122.9
31611,118.125
31611,133.5
31611,122.8
31612,118.5
31612,122.8
31613,122.2
31613,122.8
31614,122.9
31615,122.9
31616,122.975
31617,122.9
31618,126.75
31618,122.8
31619,122.9
31620,122.9
31621,120.1
31621,120.025
31621,122.8
31622,122.8
31623,126.95
31623,122.9
31624,122.8
31625,122.7
31626,132.75
31626,122.8
31627,122.9
31628,122.8
31629,118.425
31629,128.65
31629,122.3
31629,122.8
31631,121.2
31631,118.625
31631,122.8
31632,122.9
31633,122.9
31634,122.9
31634,122.8
31635,122.8
31636,119.65
31636,123.05
31637,122.9
31639,122.8
31640,118.05
31640,122.9
31642,122.9
31643,118.225
31643,122.8
31644,122.9
31645,122.9
31646,122.7
31647,122.9
31648,135.9
31648,122.8
31650,122.9
31651,123.3
31651,122.8
31652,122.9
31654,127.5
31654,120.875
31654,122.8
31655,120.15
31655,123.0
31656,123.0
31657,118.175
31657,122.25
31657,122.8
31659,133.95
31659,122.725
31661,122.8
31662,125.1
31662,135.075
31662,123.0
31663,121.325
31663,122.8
31664,126.85
31664,122.7
31665,32.707
31665,122.8
31666,122.9
31667,122.8
31668,118.925
31668,122.8
31669,122.3
31669,122.8
31670,47.05
31670,24.1
31671,124.2
31671,122.9
31672,127.85
31672,122.9
31673,132.65
31673,122.9
31674,127.45
31674,122.9
31675,122.9
31676,132.65
31676,122.8
31677,127.45
31677,122.8
31678,132.6
31678,122.8
31679,127.6
31679,122.9
31680,125.35
31680,112.7
31680,122.8
31681,124.75
31681,122.8
31682,120.125
31682,124.4
31682,112.3
31682,123.0
31683,133.8
31683,124.4
31683,122.8
31684,122.9
31685,124.3
31685,122.8
31686,124.95
31686,122.8
31687,122.8
31688,126.4
31688,126.475
31688,120.1
31688,122.7
31689,122.8
31690,124.175
31690,123.05
31691,120.4
31691,122.9
31692,122.9
31693,126.8
31693,132.75
31693,122.9
31694,124.174
31694,125.2
31694,122.8
31695,125.1
31695,122.9
31696,132.9
31696,122.8
31697,122.9
31698,122.8
31699,122.8
31700,120.175
31700,125.85
31700,122.8
31701,122.9
31702,125.8
31702,124.15
31702,122.8
31703,122.9
31704,122.4
31704,122.7
31705,123.0
31706,122.9
31707,122.9
31708,128.4
31708,123.05
31709,122.8
31710,122.9
31711,122.7
31712,124.85
31712,122.975
31713,118.5
31713,122.9
31714,132.05
31714,122.9
31715,122.9
31715,122.2
31716,134.6
31716,123.0
31717,122.8
31718,122.9
31719,122.9
31720,122.9
31721,122.9
31722,126.45
31722,122.9
31723,132.7
31723,122.8
31724,122.8
31725,119.85
31725,122.7
31726,120.05
31726,119.575
31726,117.6
31726,123.0
31727,122.8
31729,122.9
31732,122.9
31733,124.9
31733,122.8
31734,122.8
31735,122.9
31736,122.9
31737,132.425
31737,125.55
31737,32.3
31737,111.4
31737,123.0
31738,122.9
31739,122.8
31740,122.9
31741,118.625
31741,122.9
31743,122.9
31744,122.9
31745,119.4
31745,122.7
31746,128.4
31746,112.1
31746,122.8
31747,122.9
31748,122.9
31749,122.9
31750,124.825
31750,119.95
31750,122.8
31751,122.9
31752,122.9
31753,122.9
31754,122.9
31755,125.5
31755,122.7
31756,122.9
31757,122.9
31758,122.9
31759,132.8
31759,122.725
31760,118.05
31760,124.175
31760,122.8
31761,122.9
31762,122.8
31763,122.9
31765,134.8
31765,125.0
31765,122.8
31766,119.0
31766,122.8
31767,23.6
31767,120.25
31767,122.3
31767,122.8
31768,125.05
31768,122.8
31769,122.8
31770,126.45
31770,122.8
31771,34.375
31772,120.55
31772,123.05
31773,120.95
31773,122.8
31774,126.45
31774,113.4
31774,122.8
31775,122.8
31776,132.65
31776,122.9
31777,122.9
31778,119.9
31778,122.8
31779,119.9
31779,122.8
31780,133.5
31780,122.9
31781,128.8
31781,122.9
31782,128.75
31782,122.8
31783,122.9
31784,122.9
31785,122.9
31786,118.6
31786,122.8
31787,124.2
31787,122.7
31788,122.9
31789,125.5
31789,122.9
31789,114.4
31790,119.8
31790,122.7
31791,119.0
31791,121.3
31791,122.8
31792,120.4
31792,122.9
31793,123.65
31793,122.8
31794,128.4
31794,127.8
31794,122.1
31794,122.8
31795,118.3
31795,122.8
31796,122.9
31797,134.45
31797,118.0
31797,122.7
31798,122.9
31799,122.7
31800,127.5
31800,121.725
31800,122.8
31801,127.35
31801,122.8
31802,122.8
31803,124.2
31803,122.8
31804,122.7
31805,122.9
31806,123.0
31807,124.2
31807,118.175
31807,122.8
31808,122.9
31809,128.45
31809,122.8
31810,135.6
31810,122.9
31811,135.875
31811,122.9
31812,125.8
31812,121.6
31812,122.7
31813,124.15
31813,122.8
31813,122.1
31814,122.9
31816,122.9
31816,115.2
31817,122.7
31818,122.9
31819,122.9
31820,123.7
31820,122.8
31821,119.8
31821,122.8
31822,119.0
31822,123.0
31823,122.9
31824,122.8
31825,124.3
31825,122.8
31826,122.9
31828,125.3
31828,122.8
31829,124.175
31829,132.15
31829,121.725
31829,122.7
31830,118.55
31830,122.8
31831,132.4
31831,122.8
31832,122.8
31833,122.9
31834,122.9
31835,122.9
31837,122.9
31838,122.9
31839,122.9
31840,118.85
31840,122.8
31841,135.2
31841,122.7
31843,124.85
31843,122.8
31844,118.375
31844,135.325
31844,122.45
31844,122.8
31845,122.8
31846,122.9
31847,122.8
31848,122.8
31849,122.8
31850,122.9
31850,126.85
31851,122.8
31852,118.175
31852,124.275
31852,122.7
31853,122.9
31854,122.8
31855,122.8
31856,122.9
31858,122.8
31859,122.9
31860,122.9
31862,121.0
31862,122.7
31863,132.75
31863,122.8
31864,122.9
31865,122.9
31866,134.9
31866,122.9
31867,121.3
31867,122.8
31868,124.2
31868,122.9
31869,122.9
31870,121.0
31870,119.825
31870,123.0
31871,125.5
31871,122.9
31872,132.8
31872,122.7
31873,122.9
31874,119.6
31874,122.8
31875,126.45
31875,122.8
31876,121.15
31876,122.9
31877,122.9
31878,122.9
31879,123.0
31880,119.5
31880,122.8
31881,122.9
31882,122.9
31883,122.8
31884,133.8
31884,122.8
31885,122.9
31886,123.0
31887,119.8
31887,124.825
31887,119.25
31887,122.725
31888,119.025
31888,133.8
31888,122.8
31889,135.7
31889,122.8
31890,122.9
31891,134.5
31891,122.8
31892,118.15
31892,122.8
31893,118.65
31893,41.85
31893,122.7
31894,122.9
31895,119.9
31895,122.8
31896,122.9
31897,122.9
31898,122.9
31899,125.5
31899,119.25
31899,123.05
31900,120.4
31900,117.1
31900,122.8
31901,118.475
31901,124.325
31901,122.7
31902,122.8
31904,120.2
31904,118.425
31904,119.45
31904,116.7
31904,123.05
31905,121.1
31905,118.125
31905,31.78
31905,122.8
31906,124.2
31906,122.8
31907,122.9
31908,119.525
31908,122.7
31909,122.9
31910,127.0
31910,122.8
31911,122.9
31912,135.575
31912,122.7
31913,118.15
31913,122.8
31914,122.9
31915,122.8
31916,135.4
31916,135.4
31916,122.8
31917,133.85
31917,122.7
31918,120.075
31918,123.0
31919,127.6
31919,122.9
31920,123.925
31920,120.0
31920,122.8
31921,122.9
31922,122.9
31923,122.8
31924,122.9
31925,118.5
31925,123.0
31926,122.9
31927,128.7
31927,122.8
31928,122.8
31929,122.8
31930,134.375
31930,122.8
31931,122.8
31932,119.95
31932,123.05
31933,126.3
31933,135.175
31933,118.05
31933,122.7
31934,123.075
31935,122.8
31936,122.9
31937,123.5
31937,122.65
31937,122.8
31938,122.8
31939,118.1
31939,122.8
31940,122.8
31942,122.9
31942,122.55
31944,122.9
31945,135.975
31945,123.0
31946,132.5
31946,122.8
31947,118.8
31947,126.625
31947,122.8
31948,122.9
31949,122.8
31950,135.25
31950,122.9
31951,134.8
31951,122.9
31952,127.5
31952,122.8
31953,122.9
31954,122.9
31955,119.6
31955,122.9
31956,122.9
31957,122.8
31958,134.45
31958,122.7
31960,127.0
31960,118.075
31960,122.7
31961,122.9
31962,122.9
31963,122.9
31963,122.9
31964,124.2
31964,122.9
31965,127.45
31965,122.9
31966,125.35
31966,123.0
31967,122.9
31968,118.35
31968,122.8
31969,124.2
31969,122.8
31970,120.4
31970,122.9
31971,122.9
31972,122.9
31973,118.05
31973,122.8
31974,122.9
31975,123.0
31976,122.8
31977,122.9
31978,122.9
31978,122.45
31979,122.9
31980,118.6
31980,122.9
31982,120.8
31982,122.8
31983,124.2
31983,122.8
31984,124.65
31984,113.5
31984,123.075
31985,119.2
31985,122.9
31986,122.9
31987,122.9
31988,118.05
31988,122.8
31989,122.8
31990,122.9
31991,121.0
31991,122.8
31992,122.9
31993,122.9
31994,123.0
31995,120.4
31995,122.8
31996,122.8
31997,122.8
31998,122.7
31999,118.6
31999,123.05
32000,119.35
32000,122.6
32000,122.8
32001,122.9
32002,122.9
32003,122.9
32004,122.9
32005,128.2
32005,122.8
32006,122.8
32007,122.9
32008,122.9
32009,122.9
32010,122.9
32010,122.8
32011,122.9
32012,127.8
32012,123.0
32013,122.7
32014,118.5
32014,122.7
32015,122.9
32016,122.9
32017,133.5
32017,122.9
32018,122.9
32019,120.4
32019,122.9
32020,122.9
32022,120.1
32022,122.9
32023,122.8
32024,122.8
32025,122.8
32026,122.8
32028,122.7
32029,135.25
32029,122.9
32030,122.9
32031,122.9
32033,122.8
32035,122.7
32036,123.95
32036,123.0
32037,125.0
32037,122.9
32038,122.9
32039,123.0
32041,122.9
32043,122.9
32045,122.9
32047,122.9
32048,122.9
32049,133.9
32049,122.8
32050,122.9
32051,119.8
32051,119.75
32051,119.8
32051,123.075
32052,126.225
32052,122.7
32053,126.125
32053,122.8
32054,122.9
32055,124.6
32055,122.8
32056,124.2
32056,122.8
32057,118.525
32057,122.8
32058,122.9
32060,133.95
32060,122.9
32061,122.9
32062,120.4
32062,117.1
32062,123.0
32063,121.175
32063,122.8
32064,122.8
32065,119.15
32065,122.7
32066,124.15
32066,122.9
32067,30.692
32067,122.8
32068,122.9
32069,122.8
32070,122.9
32071,120.525
32071,122.8
32072,122.9
32073,122.9
32074,119.2
32074,122.9
32075,122.9
32076,122.8
32077,122.8
32078,135.525
32078,122.7
32079,122.8
32080,119.7
32080,123.0
32081,126.625
32081,122.9
32082,122.8
32083,122.9
32084,118.225
32084,122.8
32085,122.8
32086,124.9
32086,122.8
32087,120.5
32087,123.05
32088,122.9
32089,122.9
32090,122.8
32091,122.9
32092,122.9
32093,122.9
32094,128.7
32094,122.7
32096,122.9
32097,125.4
32097,122.7
32098,122.9
32098,110.4
32099,122.9
32100,122.8
32101,128.25
32102,118.975
32102,122.1
32102,122.8
32103,122.7
32104,122.9
32105,123.0
32106,127.2
32106,122.9
32107,127.7
32107,122.1
32107,122.8
32108,122.7
32109,134.9
32109,122.8
32110,122.9
32111,122.8
32112,122.9
32114,122.8
32115,132.25
32115,123.0
32116,125.5
32116,122.8
32117,122.8
32118,122.9
32119,122.8
32120,123.0
32121,125.35
32121,133.6
32121,122.7
32122,122.8
32123,120.85
32123,122.9
32124,122.9
32125,132.85
32125,123.3
32125,122.8
32126,122.9
32127,122.8
32128,123.7
32128,122.7
32129,125.35
32129,122.1
32129,123.0
32130,122.8
32131,122.8
32132,126.4
32132,122.8
32133,119.6
32133,122.8
32133,119.6
32134,122.8
32135,122.9
32136,122.9
32137,135.875
32137,122.9
32137,122.1
32138,126.85
32138,122.7
32139,122.9
32140,120.75
32140,122.8
32141,120.9
32141,122.8
32142,122.9
32143,122.9
32145,122.8
32146,122.9
32147,122.97
32148,122.9
32149,122.9
32150,122.9
32152,122.9
32153,122.7
32154,122.9
32155,122.8
32156,135.6
32156,122.7
32157,122.9
32158,122.9
32159,122.9
32160,134.35
32160,123.0
32161,122.7
32162,122.9
32163,122.8
32164,124.875
32164,122.9
32165,122.9
32166,125.5
32166,122.8
32167,122.8
32168,122.9
32169,135.25
32169,122.9
32170,122.8
32171,132.425
32171,122.8
32172,118.27
32172,134.6
32172,122.5
32172,122.7
32173,126.8
32173,122.9
32174,122.9
32175,122.9
32177,132.5
32177,122.8
32178,122.8
32179,120.1
32179,122.7
32180,122.9
32181,122.8
32182,132.15
32182,119.575
32182,123.0
32183,125.6
32183,122.8
32184,126.175
32184,121.325
32184,108.4
32184,122.8
32186,118.0
32186,124.25
32186,122.8
32187,122.8
32188,123.0
32189,119.7
32189,122.9
32190,127.0
32190,123.0
32191,122.9
32192,122.8
32193,119.2
32193,127.45
32193,122.8
32194,122.9
32195,122.8
32196,124.2
32196,122.9
32196,122.6
32197,121.0
32197,122.8
32198,120.4
32198,122.8
32199,122.9
32200,118.35
32200,122.9
32201,135.9
32201,122.8
32202,122.8
32203,122.8
32204,122.725
32204,122.725
32205,126.3
32205,122.8
32206,122.9
32207,133.4
32207,122.8
32208,134.6
32208,126.625
32208,122.9
32209,126.625
32209,122.9
32210,122.9
32211,122.9
32212,122.8
32213,122.9
32214,128.0
32214,122.9
32215,122.9
32216,122.9
32217,122.8
32218,123.0
32219,122.9
32220,122.9
32222,122.9
32223,122.9
32224,133.3
32224,122.9
32225,122.9
32226,122.9
32227,123.0
32227,122.8
32228,124.95
32228,123.0
32229,122.9
32230,122.9
32231,126.95
32232,122.9
32234,132.15
32234,122.9
32235,122.9
32237,122.9
32238,122.8
32239,122.8
32240,122.9
32241,126.975
32241,37.0
32241,119.875
32241,123.0
32242,118.05
32242,122.7
32243,125.1
32243,119.775
32243,122.8
32245,122.9
32246,122.1
32246,122.8
32247,122.9
32247,122.15
32248,118.25
32248,122.8
32249,122.8
32250,128.4
32250,123.075
32251,122.9
32252,122.8
32253,122.8
32254,128.55
32254,122.3
32254,123.0
32255,126.15
32255,122.725
32256,121.2
32256,122.8
32257,122.7
32258,125.5
32258,122.8
32259,132.75
32259,120.7
32260,122.9
32261,122.9
32262,122.8
32263,126.85
32263,122.8
32264,122.9
32265,122.8
32266,134.475
32266,122.9
32267,122.9
32268,122.9
32269,119.425
32269,122.9
32270,122.9
32271,122.9
32272,127.95
32272,122.9
32273,122.9
32274,125.1
32274,122.8
32276,122.9
32277,122.8
32278,122.9
32279,122.975
32280,123.0
32281,122.8
32282,122.9
32283,122.9
32284,122.9
32285,122.9
32286,124.45
32286,118.775
32286,122.8
32287,119.75
32287,119.925
32287,122.8
32288,134.8
32288,134.025
32288,125.0
32288,122.7
32290,121.125
32290,121.175
32290,122.7
32291,124.175
32291,127.6
32291,122.8
32297,119.275
32297,132.9
32297,122.7
32298,125.5
32298,128.375
32298,119.95
32298,122.8
32300,123.7
32300,118.275
32300,122.8
32301,37.1
32301,132.35
32301,122.8
32305,121.4
32305,122.8
32306,128.325
32306,126.1
32306,122.8
32307,134.35
32307,118.375
32307,122.8
32308,118.725
32308,128.1
32308,122.45
32308,122.8
32309,125.6
32309,128.1
32309,118.5
32309,121.8
32309,122.55
32309,118.5
32309,122.95
32310,124.3
32310,133.4
32310,119.55
32310,126.0
32310,121.6
32310,126.0
32310,122.95
32311,132.5
32311,122.7
32312,118.075
32312,119.6
32312,122.8
32315,127.4
32315,119.025
32315,124.8
32315,122.8
32316,132.925
32316,119.85
32316,122.8
32317,119.8
32317,109.8
32317,132.35
32317,122.05
32317,123.0
32320,128.525
32320,118.125
32320,134.1
32320,121.95
32320,37.6
32320,124.15
32320,124.15
32321,119.35
32321,118.425
32321,127.3
32321,112.2
32321,122.8
32322,120.1
32322,128.325
32322,122.7
32323,135.875
32323,123.75
32323,122.8
32324,128.35
32324,119.025
32324,122.3
32324,122.8
32325,120.05
32325,119.325
32325,122.8
32328,128.2
32328,122.8
32329,126.15
32331,122.8
32332,128.8
32332,126.1
32333,125.3
32333,122.3
32333,122.8
32335,120.1
32335,122.7
32336,135.075
32336,127.95
32336,122.3
32336,123.0
32337,132.525
32337,122.8
32338,118.375
32338,120.65
32338,126.0
32338,121.6
32338,114.4
32338,126.0
32338,122.95
32339,119.075
32339,124.4
32339,122.8
32340,119.15
32340,118.025
32340,122.45
32340,122.8
32341,127.825
32341,119.6
32341,122.7
32342,118.05
32342,39.7
32342,123.05
32343,122.8
32345,124.1
32345,135.325
32345,122.8
32346,125.6
32346,134.9
32346,122.7
32347,135.4
32347,132.175
32347,122.7
32348,34.7
32348,134.8
32348,122.7
32349,134.0
32349,122.8
32351,134.75
32351,135.725
32351,123.0
32352,135.575
32352,133.95
32352,122.55
32352,122.8
32353,127.9
32353,128.325
32353,110.6
32353,122.8
32362,121.2
32362,118.325
32362,122.7
32364,118.325
32364,132.3
32364,123.6
32364,122.7
32365,126.45
32365,124.175
32365,119.25
32365,122.8
32366,124.225
32366,122.8
32367,123.9
32367,132.025
32367,126.0
32367,122.7
32370,126.5
32370,120.625
32370,120.625
32370,121.3
32370,126.05
32370,121.85
32370,122.55
32370,126.05
32370,122.95
32371,118.375
32371,132.65
32371,122.7
32372,133.85
32372,122.7
32373,119.7
32373,122.9
32374,132.15
32374,122.1
32374,123.075
32375,118.325
32375,132.7
32375,122.4
32375,122.8
32376,118.35
32376,112.9
32376,122.8
32377,128.35
32377,122.8
32378,108.4
32378,128.075
32378,108.4
32378,122.7
32380,126.35
32380,122.9
32382,127.8
32382,124.05
32382,118.7
32382,121.7
32382,118.7
32382,122.95
32385,134.7
32385,38.5
32385,38.5
32387,119.2
32387,122.8
32388,124.55
32388,122.3
32388,122.8
32389,122.7
32391,119.425
32391,132.35
32391,122.8
32392,35.6
32392,122.9
32392,122.45
32393,121.125
32393,122.9
32394,134.775
32394,122.8
32395,132.5
32395,116.7
32395,122.8
32397,118.95
32397,134.55
32397,134.55
32397,120.3
32397,121.6
32397,120.3
32397,123.0
32398,135.925
32398,120.075
32398,114.5
32398,122.8
32399,118.475
32399,128.6
32399,122.7
32400,133.5
32400,125.85
32400,125.85
32400,121.7
32400,120.6
32400,121.7
32400,122.5
32400,120.6
32400,122.95
32402,121.125
32402,133.65
32402,122.6
32402,122.7
32403,118.45
32403,122.7
32404,133.15
32404,132.475
32404,135.075
32404,122.8
32406,128.15
32406,124.675
32406,118.2
32406,121.6
32406,118.2
32406,122.95
32407,124.9
32407,125.1
32407,125.1
32407,133.2
32407,121.8
32407,133.2
32408,119.075
32408,123.85
32408,122.8
32409,119.9
32409,118.675
32409,122.8
32410,125.45
32410,118.425
32410,108.8
32410,122.8
32412,127.2
32412,121.125
32412,134.05
32412,113.7
32412,122.7
32413,126.45
32413,126.775
32413,122.25
32413,122.8
32414,122.9
32415,123.925
32415,122.9
32417,119.6
32417,126.725
32417,122.8
32418,126.3
32418,127.15
32418,119.6
32418,121.7
32418,119.6
32418,122.95
32421,121.225
32421,119.4
32421,122.8
32422,119.8
32422,119.025
32422,122.5
32422,122.7
32423,125.4
32423,119.375
32423,122.7
32424,125.5
32424,132.575
32424,118.7
32424,123.0
32427,127.525
32427,118.75
32427,122.8
32428,119.775
32428,121.125
32428,122.8
32430,134.55
32430,122.8
32432,119.4
32432,118.375
32432,123.0
32433,127.4
32433,122.7
32434,127.825
32434,135.6
32434,121.725
32434,122.7
32435,119.1
32435,118.175
32435,121.7
32435,124.65
32435,123.05
32436,135.625
32436,128.5
32436,122.7
32437,118.475
32437,134.0
32437,122.8
32438,123.8
32438,120.8
32438,123.0
32440,118.275
32440,126.72
32440,122.8
32441,125.1
32441,118.825
32441,122.8
32442,134.45
32442,128.325
32442,117.5
32442,122.8
32443,132.8
32443,118.025
32443,122.8
32445,118.575
32445,132.3
32445,110.2
32445,122.8
32446,128.325
32446,126.75
32446,126.2
32447,118.375
32447,124.2
32447,122.7
32448,132.3
32448,122.8
32450,134.275
32450,122.7
32451,119.75
32451,126.05
32451,122.25
32451,123.0
32452,122.8
32457,119.45
32457,132.25
32457,122.6
32457,122.8
32458,108.2
32458,127.7
32458,122.65
32458,122.8
32459,124.45
32459,119.325
32459,134.75
32459,125.7
32459,122.7
32460,23.9
32460,125.5
32460,122.8
32462,118.6
32462,123.825
32462,122.8
32463,120.0
32463,132.7
32463,122.8
32464,126.9
32464,133.325
32464,124.85
32464,123.05
32466,128.6
32466,122.9
32466,122.5
32467,125.2
32467,121.125
32467,121.8
32467,118.425
32467,127.35
32467,121.8
32467,118.425
32469,127.75
32469,127.55
32469,122.8
32473,128.475
32473,122.8
32478,134.6
32478,122.8
32479,134.8
32479,125.0
32479,122.7
32479,121.7
32479,126.8
32479,122.95
32481,118.55
32481,121.55
32481,119.7
32481,116.6
32481,123.0
32482,134.6
32482,122.8
32484,119.9
32484,122.8
32487,126.95
32487,122.9
32490,119.125
32490,124.775
32490,110.2
32490,122.8
32492,119.5
32492,118.325
32492,123.0
32493,128.7
32493,121.125
32493,122.975
32494,121.675
32494,126.75
32494,122.8
32499,37.6
32499,132.3
32499,122.8
32500,135.475
32500,126.85
32500,122.9
32503,110.6
32503,126.4
32503,122.5
32503,122.8
32506,125.4
32506,118.475
32506,122.9
32506,121.725
32509,119.8
32509,119.025
32509,123.95
32509,112.1
32509,123.05
32513,118.6
32513,118.075
32513,121.75
32513,122.8
32514,127.0
32514,122.5
32514,122.8
32518,127.8
32518,122.8
32519,119.9
32519,118.125
32519,119.9
32519,122.8
32520,118.75
32520,38.3
32520,38.3
32520,122.95
32521,125.3
32521,134.725
32521,119.125
32521,40.9
32521,122.3
32521,123.0
32523,108.8
32523,122.65
32523,123.0
32527,124.15
32527,121.625
32527,120.95
32527,113.8
32527,123.0
32528,120.075
32528,122.9
32531,121.1
32531,135.075
32531,126.0
32531,123.05
32534,135.175
32534,122.35
32534,122.7
32535,119.925
32535,132.35
32535,122.8
32536,121.3
32536,121.75
32536,122.2
32536,123.0
32538,122.8
32539,132.5
32539,119.775
32539,122.8
32541,123.9
32541,120.925
32541,36.7
32541,123.0
32544,120.65
32544,123.775
32544,121.2
32544,121.9
32544,121.2
32544,122.95
32545,118.025
32545,133.7
32545,122.4
32545,122.8
32551,126.9
32551,32.9
32551,122.8
32552,123.05
32556,123.675
32556,119.925
32556,122.8
32557,118.925
32557,121.975
32557,122.8
32559,122.9
32560,120.7
32560,122.8
32563,120.6
32563,122.8
32564,124.75
32564,133.825
32564,128.7
32564,115.8
32564,122.8
32567,122.9
32567,114.7
32568,132.7
32568,122.9
32570,125.55
32570,122.9
32570,115.9
32572,125.35
32572,114.5
32572,123.05
32573,118.5
32573,135.325
32573,120.25
32573,122.975
32575,118.575
32575,128.0
32575,122.9
32576,120.0
32576,132.675
32576,128.8
32576,120.0
32576,123.6
32576,123.0
32577,120.7
32577,121.125
32577,123.075
32578,126.85
32578,126.85
32578,122.25
32578,122.8
32580,128.6
32580,122.9
32581,118.325
32581,127.45
32581,122.5
32581,122.8
32584,127.875
32584,122.425
32584,123.0
32586,118.025
32586,133.5
32586,122.8
32587,126.8
32587,128.1
32587,122.9
32588,110.6
32588,122.8
32589,135.425
32589,122.025
32589,122.8
32593,118.075
32593,128.6
32593,122.8
32595,122.8
32596,132.05
32596,113.7
32596,122.8
32597,122.9
32598,122.9
32599,119.35
32599,118.175
32599,122.5
32599,122.8
32600,124.675
32600,122.8
32601,121.35
32601,122.45
32601,122.8
32602,122.7
32603,118.55
32603,123.5
32603,121.625
32603,122.7
32605,122.9
32606,122.9
32607,135.45
32607,123.0
32608,135.45
32608,117.0
32608,122.8
32609,120.1
32609,117.0
32609,122.7
32610,127.2
32610,119.925
32610,122.8
32611,132.05
32611,115.6
32611,122.8
32612,122.9
32613,126.0
32613,111.2
32613,123.05
32614,122.9
32615,119.425
32615,124.55
32615,123.6
32615,122.8
32616,121.0
32616,122.8
32617,119.275
32617,122.7
32618,120.55
32618,122.7
32619,123.85
32619,123.775
32619,123.05
32620,118.55
32620,116.6
32620,122.8
32621,128.325
32621,132.9
32621,122.8
32623,135.425
32623,120.475
32623,122.8
32625,127.85
32625,120.625
32625,122.8
32627,134.0
32627,126.575
32627,122.3
32627,122.8
32628,128.625
32628,124.4
32628,122.35
32628,122.8
32629,124.5
32629,126.575
32629,122.8
32630,121.125
32630,121.05
32630,122.8
32631,118.175
32631,132.5
32631,122.8
32635,125.5
32635,123.0
32636,119.8
32636,118.975
32636,119.8
32636,122.8
32637,119.9
32637,124.7
32637,118.75
32637,119.7
32637,121.9
32637,119.7
32637,122.95
32639,125.7
32639,119.275
32639,122.8
32641,126.32
32641,122.7
32642,118.525
32642,120.4
32642,124.45
32642,123.075
32643,125.4
32643,119.975
32643,123.0
32646,127.6
32646,135.5
32646,121.1
32646,119.8
32646,119.2
32646,121.9
32646,119.8
32646,122.95
32647,134.8
32647,125.0
32647,122.9
32647,127.25
32650,124.0
32650,122.8
32651,118.8
32651,119.275
32651,122.7
32652,134.45
32652,118.325
32652,122.8
32654,119.975
32654,133.65
32654,122.7
32655,135.625
32655,118.575
32655,122.3
32655,122.8
32656,120.4
32656,123.0
32657,122.8
32658,119.05
32658,122.8
32659,120.95
32659,119.275
32659,121.725
32659,123.0
32660,122.9
32661,121.275
32661,132.9
32661,123.0
32663,118.6
32663,118.325
32663,122.725
32664,127.95
32664,120.675
32664,122.7
32667,119.85
32667,121.225
32667,122.975
32669,132.175
32669,125.4
32669,122.7
32672,123.7
32672,128.325
32672,128.325
32672,124.4
32672,126.1
32672,122.95
32673,124.6
32673,118.175
32673,123.0
32674,134.55
32674,122.9
32676,133.65
32676,122.9
32678,118.175
32678,125.25
32678,122.25
32678,122.8
32679,128.6
32679,122.9
32679,122.1
32680,119.675
32680,132.2
32680,121.0
32680,121.9
32680,109.8
32680,121.0
32680,122.95
32682,133.4
32682,122.6
32682,122.8
32683,118.025
32683,134.0
32683,122.8
32684,118.025
32684,133.65
32684,122.8
32686,124.65
32686,120.025
32686,116.3
32686,123.075
32687,38.625
32689,119.925
32689,122.3
32689,122.8
32690,119.325
32690,125.75
32690,123.05
32691,127.4
32691,122.7
32692,120.675
32692,135.3
32692,122.8
32693,118.1
32693,40.0
32693,118.15
32693,122.7
32694,119.225
32694,124.1
32694,122.8
32695,134.35
32695,134.575
32695,122.8
32696,123.8
32696,108.85
32696,118.55
32696,123.0
32699,126.3
32699,120.675
32699,122.8
32700,128.4
32700,119.225
32700,122.8
32703,128.6
32703,122.9
32704,121.1
32704,124.2
32704,122.8
32706,125.3
32706,123.0
32710,121.125
32710,122.3
32710,122.8
32712,135.25
32712,118.375
32712,124.6
32712,41.9
32712,38.5
32714,128.5
32714,118.575
32714,122.9
32715,135.2
32715,125.525
32715,122.8
32716,134.7
32716,122.4
32716,122.7
32717,121.225
32717,134.9
32717,122.8
32719,135.4
32719,125.85
32719,118.5
32719,121.6
32719,118.5
32719,122.95
32720,118.475
32720,122.9
32722,135.2
32722,134.225
32722,124.0
32722,126.125
32722,121.7
32722,123.55
32722,122.15
32722,124.0
32722,122.95
32723,118.525
32723,134.5
32723,122.3
32723,122.8
32727,134.95
32727,119.025
32727,122.975
32728,127.345
32728,122.8
32730,125.45
32730,118.525
32730,122.15
32730,122.8
32732,134.075
32732,134.6
32732,122.2
32732,122.7
32734,119.2
32734,118.375
32734,122.8
32736,118.9
32736,123.675
32736,123.05
32737,123.05
32739,123.7
32739,121.45
32739,121.8
32739,119.925
32739,121.8
32739,119.925
32739,122.95
32740,135.975
32740,119.525
32740,122.8
32741,118.525
32741,126.85
32741,122.3
32741,122.8
32742,134.45
32742,122.8
32743,119.275
32743,128.3
32743,122.9
32745,118.175
32745,122.9
32745,122.45
32746,118.6
32746,118.175
32746,122.8
