id,airport_ref,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
269408,6523,80.0,80.0,ASPH-G,1,0,H1,,,,,,,,,,,
255155,6524,2500.0,70.0,GRVL,0,0,N,,,,,,S,,,,,
254165,6525,2300.0,200.0,TURF,0,0,01,,,,,,19,,,,,
270932,6526,40.0,40.0,GRASS,0,0,H1,,,,,,H1,,,,,
322128,322127,1450.0,60.0,Turf,0,0,1,,,,,,19,,,,,
257681,6527,1700.0,60.0,GRAVEL,0,0,15,,,,,,33,,,,,
245528,6528,6000.0,80.0,ASPH,0,0,04,35.3493,-116.893,,50.0,,22,35.3603,-116.878,,,
250597,6529,3900.0,20.0,TURF-G,0,0,16,,,,,,34,,,,,
247972,6531,3200.0,100.0,TURF,0,0,08,,,,,,26,,,,,800.0
265037,6532,74.0,74.0,TURF,0,0,H1,,,,,,,,,,,
250414,6533,4090.0,100.0,TURF,0,0,12,,,,,,30,,,,,
253429,6534,2600.0,80.0,TURF,0,0,09,,,,,,27,,,,,
265038,6535,125.0,95.0,ASPH,1,0,H1,,,,,,,,,,,
265039,6536,1155.0,45.0,ASPH-G,0,0,H1,,,,,,,,,,,
246648,6537,3300.0,40.0,TURF,0,0,08,,,,,,26,,,,,
246649,6537,2700.0,40.0,TURF,0,0,11,,,,,,29,,,,,
252182,6539,2500.0,75.0,TURF-F,0,0,18,,,,,290.0,36,,,,,350.0
265040,6540,40.0,40.0,MATS,1,0,H1,,,,,,,,,,,
254597,6541,1600.0,70.0,TURF,0,0,09,,,,,,24,,,,,
256603,6542,2600.0,85.0,TURF,0,0,17,,,,,,35,,,,,
251984,6543,2100.0,100.0,TURF,0,0,01,,,,,,19,,,,,
264322,45437,40.0,40.0,TURF,0,0,H1,,,,,,,,,,,
265041,6544,25.0,25.0,CONC,0,0,H1,,,,,,,,,,,
255958,6545,2600.0,100.0,TURF,0,0,18,,,,,,36,,,,,
255848,6546,1700.0,75.0,TURF,0,0,14,,,,,,32,,,,,
265042,6547,100.0,100.0,TURF,0,0,H1,,,,,,,,,,,
255865,6548,2949.0,200.0,TURF-G,1,0,06,,,,,,24,,,,,
254820,6549,2400.0,25.0,TURF,0,0,08,,,,,,26,,,,,
249208,6551,1900.0,150.0,TURF-G,1,0,18,,,,,,36,,,,,
249382,6552,2650.0,36.0,ASPH-G,0,0,05,,,,,,23,,,,,
269409,6553,50.0,50.0,ASPH,0,0,H1,,,,,,,,,,,
248635,6554,2350.0,80.0,TURF,1,0,03,,,,,,21,,,,,
255568,6555,2695.0,90.0,TURF-G,0,0,08,,,,,,26,,,,,
269410,6556,42.0,42.0,CONC,0,0,H1,,,,,,,,,,,
328512,328503,2200.0,60.0,Turf/Dirt,0,0,17,,,,,,35,,,,,
269411,6558,80.0,80.0,TURF-G,0,0,H1,,,,,,,,,,,
264557,45773,500.0,75.0,TURF,0,0,12,,,,,,30,,,,,
251695,6559,3100.0,100.0,TURF-G,0,0,08,,,,,1335.0,26,,,,,1072.0
250124,6560,2600.0,90.0,TURF-P,0,0,06,,,,,,24,,,,,
250457,6561,2900.0,100.0,TURF,0,0,08,,,,,,26,,,,,
330392,330391,2400.0,50.0,Turf,0,0,18,,,,,,36,,,,,
269412,6562,85.0,85.0,CONC-G,0,0,H1,,,,,,,,,,,
269413,6563,48.0,48.0,TURF,0,0,H1,,,,,,,,,,,
251439,6564,1800.0,150.0,TURF,0,0,09,,,,,,27,,,,,
248688,6565,1200.0,45.0,TURF,0,0,01,,,,,,19,,,,,
269414,6566,50.0,50.0,CONC,0,0,H1,,,,,,,,,,,
251342,6568,1300.0,100.0,TURF,0,0,01,,,,,,19,,,,270.0,
247311,6569,1500.0,50.0,TURF,0,0,09,,,,,,27,,,,,
254777,6570,3400.0,50.0,GRAVEL-F,0,0,14,,,,,,32,,,,,
247637,6571,1105.0,70.0,TURF-G,0,0,08,,,,,,26,,,,,
240309,6572,1000.0,60.0,TURF,0,0,09,44.3042,-89.052,,87.2,,27,44.3044,-89.0482,,,200.0
250630,6573,1440.0,50.0,TURF-G,0,0,05,,,,,,23,,,,,
251212,6574,1800.0,100.0,TURF,0,0,05,,,,,,23,,,,,
253285,6575,1475.0,75.0,TURF-F,0,0,17,,,,,,35,,,,,
252236,6576,1175.0,40.0,GRAVEL-F,0,0,08,,,,,,26,,,,,
265043,6577,40.0,40.0,CONC,1,0,H1,,,,,,,,,,,
252134,6578,2500.0,160.0,TURF,1,0,N,,,,,,S,,,,,
265044,6579,55.0,55.0,CONC,1,0,H1,,,,,,,,,,,
265045,6580,210.0,150.0,TURF,0,0,H1,,,,,,,,,,,
256815,6581,2517.0,120.0,TURF-G,1,0,09,43.3417,-85.7799,815.0,,387.0,27,43.3417,-85.7703,815.0,,580.0
265046,6582,20.0,20.0,ASPH,0,0,H1,,,,,,,,,,,
246361,6583,3100.0,50.0,ASPH-TRTD,1,0,09,,,,,500.0,27,,,,,
265047,6584,60.0,60.0,ASPH,0,0,H1,,,,,,,,,,,
265048,6585,125.0,40.0,ASPH,0,0,H1,,,,,,,,,,,
265049,6586,70.0,70.0,TURF-GRVL,0,0,H1,,,,,,,,,,,
256042,6587,2000.0,100.0,TURF,0,0,10,,,,,,28,,,,,
256043,6587,1500.0,100.0,TURF,0,0,18,,,,,,36,,,,,
265050,6588,110.0,110.0,CONC,0,0,H1,,,,,,,,,,,
254779,6589,3000.0,50.0,TURF,1,0,18,,,,,,36,,,,,800.0
265051,6590,65.0,65.0,CONC,0,0,H1,,,,,,,,,,,
251847,6591,2560.0,75.0,TURF,0,0,10,,,,,,28,,,,,
253118,6592,2575.0,50.0,TURF-F,1,0,17,,,,,275.0,35,,,,,
258036,6530,2894.0,100.0,TURF-F,0,0,14,42.611,-112.035,,,,32,42.6037,-112.031,,,
265052,6594,416.0,216.0,TURF,0,0,H1,,,,,,,,,,,
265053,6595,45.0,45.0,ASPH,0,0,H1,,,,,,,,,,,
252362,6596,1300.0,100.0,TURF,0,0,09,,,,,,27,,,,,
254664,6597,3365.0,125.0,TURF-P,1,0,18,30.6909,-81.9064,59.0,,795.0,36,30.6817,-81.905,59.0,,370.0
249830,6598,2460.0,110.0,TURF-G,1,0,17,,,1157.0,,,35,,,,,
255679,6599,2400.0,100.0,TURF,0,0,18,,,,,,36,,,,,
265054,6600,40.0,40.0,CONC,0,0,H1,,,,,,,,,,,
253175,6601,2000.0,60.0,TURF,0,0,09,,,,,,27,,,,,
253330,6602,1600.0,70.0,TURF,0,0,02,,,,,,20,,,,,
240115,6603,1800.0,150.0,TURF,0,0,09,30.7227,-91.0802,,92.2,,27,30.7225,-91.0745,,,
265055,6604,32.0,32.0,TURF,0,0,H1,,,,,,,,,,,
257883,6605,3500.0,100.0,WATER,0,0,16,,,,,,34,,,,,
256660,6606,5000.0,500.0,WATER,0,0,02,,,,,,20,,,,,
256661,6606,5000.0,500.0,WATER,0,0,15,,,,,,33,,,,,
265056,6607,50.0,50.0,CONC,0,0,H1,,,,,,,,,,,
249395,6608,10000.0,600.0,WATER,0,0,E,,,,,,W,,,,,
249396,6608,10000.0,600.0,WATER,0,0,NW,,,,,,SE,,,,,
269415,6609,37.0,37.0,CONC,0,0,H1,,,,,,,,,,,
243448,6610,5000.0,70.0,ASPH-G,0,0,13,48.795,-114.886,,148.0,,31,48.7833,-114.875,,,150.0
246908,6611,3200.0,75.0,TURF,1,0,03,,,,,,21,,,,,
246909,6611,2000.0,75.0,ASPH-TURF,0,0,18,,,,,,36,,,,,
252153,6612,2750.0,50.0,TURF,0,0,10,,,,,,28,,,,,
249329,6613,600.0,50.0,TURF,0,0,17,,,,,,35,,,,,
269416,6614,125.0,80.0,ASPH,0,0,H1,,,,,,,,,,,
264064,45537,2700.0,70.0,DIRT,0,0,02,,,,,,20,,,,,
269417,45537,2000.0,70.0,DIRT,0,0,9,,,,,,27,,,,,
250998,6615,2000.0,60.0,GRVL,0,0,18,,,,,,36,,,,,
269418,6616,100.0,75.0,ASPH,0,0,H1,,,,,,,,,,,
347921,347920,100.0,100.0,CON,1,0,H1,,,,,,,,,,,
269419,6617,30.0,30.0,CONC-G,0,0,H1,,,,,,,,,,,
253176,6618,2640.0,25.0,ASPH,1,0,17,,,,,,35,,,,,
345167,345166,1600.0,75.0,Turf,0,0,5,34.3607,-96.7365,1058.0,50.0,,23,34.3931,-96.6889,1043.0,230.0,
249546,6619,4800.0,60.0,GRVL-DIRT,0,0,07,,,,,,25,,,,,
269420,6620,60.0,60.0,TURF,0,0,H1,,,,,,,,,,,
254074,6621,1700.0,100.0,TURF,0,0,06,,,,,,24,,,,,
255854,6622,1200.0,120.0,TURF-G,0,0,03,,,,,,21,,,,,
255011,6623,2580.0,118.0,TURF-F,1,0,18,,,,,,36,,,,,
269421,6624,30.0,30.0,CONC,0,0,H1,,,,,,,,,,,
253218,6625,2433.0,55.0,TURF-F,0,0,04,,,,,,22,,,,,
255290,6626,2700.0,100.0,TURF,0,0,18,,,,,,36,,,,,
254937,6628,500.0,60.0,TURF,0,0,09,,,,,,27,,,,,
254938,6628,700.0,60.0,TURF,0,0,18,,,,,,36,,,,,
248178,6629,2700.0,75.0,DIRT-P,0,0,03,,,,,,21,,,,,
248179,6629,3400.0,80.0,DIRT-P,0,0,15,,,,,,33,,,,,
250607,6630,3200.0,40.0,DIRT-P,0,0,E,,,,,,W,,,,,
248071,6631,1500.0,60.0,TURF,0,0,03,,,,,,21,,,,,
269422,6632,36.0,36.0,CONC,0,0,H1,,,,,,,,,,,
239731,6633,2300.0,120.0,TURF,0,0,01,44.0056,-90.3905,,9.6,,19,44.0118,-90.3892,,,
269423,6634,40.0,40.0,ASPH,1,0,H1,,,,,,,,,,,
264636,45900,28.0,28.0,CONC-G,0,0,H1,,,,,,,,,,,
256957,6635,4360.0,75.0,DIRT-TURF-G,0,0,12,,,,,,30,,,,,
256958,6635,2600.0,65.0,DIRT-TURF-G,0,0,16,,,,,,34,,,,,
270898,46288,50.0,50.0,CONC,1,0,H1,,,,,,H1,,,,,
269424,6636,50.0,50.0,CONC,0,0,H1,,,,,,,,,,,
253115,6637,2200.0,45.0,GRVL,0,0,15,,,,,,33,,,,,
254694,6638,2000.0,150.0,TURF,0,0,18,,,,,,36,,,,,
247597,43030,4400.0,45.0,ASPH-G,0,0,07,,,,,600.0,25,,,,,600.0
250723,6640,4500.0,80.0,TURF,0,0,17,,,,,,35,,,,,
265057,6641,55.0,55.0,PSP,0,0,H1,,,,,,,,,,,
252831,6642,2500.0,100.0,CONC-TURF,0,0,15,,,,,,33,,,,,
249787,6643,3000.0,60.0,DIRT,0,0,16,,,,,,34,,,,,
255048,6644,2670.0,50.0,GRAVEL,0,0,17,,,,,,35,,,,,
265058,6645,50.0,50.0,ASPH,0,0,H1,,,,,,,,,,,
246559,6646,2485.0,150.0,TURF,0,0,18,,,,,,36,,,,,
341547,341544,3443.0,150.0,Turf,0,0,1,30.9476,-86.636,190.0,,,19,30.9571,-86.6349,209.0,,
264162,45347,1800.0,100.0,TURF-F,0,0,12,,,,,,30,,,,,
255300,6648,1200.0,100.0,TURF,0,0,08,,,,,,26,,,,,
255301,6648,1500.0,100.0,TURF,0,0,13,,,,,,31,,,,,
256885,6649,3400.0,100.0,TURF,0,0,09,,,,,,27,,,,,
265059,6650,100.0,100.0,CONC,0,0,H1,,,,,,,,,,,
265060,6651,50.0,50.0,CONC,0,0,H1,,,,,,,,,,,
252347,6652,2000.0,100.0,TURF,0,0,NE,,,,,,SW,,,,,
250386,6653,1100.0,100.0,TURF,0,0,10,,,,,200.0,28,,,,,
252716,6654,1020.0,150.0,TURF,0,0,09,,,,,,27,,,,,
265061,6655,40.0,40.0,MATS,0,0,H1,,,,,,,,,,,
248000,6656,1650.0,100.0,TURF,0,0,11,,,,,,29,,,,,
248001,6656,1950.0,150.0,TURF,0,0,18,,,,,,36,,,,,
265062,6657,100.0,100.0,CONC,0,0,H1,,,,,,,,,,,
265063,6658,20.0,20.0,CONC,0,0,H1,,,,,,,,,,,
265064,6659,24.0,24.0,CONC,0,0,H1,,,,,,,,,,,
265065,6660,50.0,50.0,ASPH,0,0,H1,,,,,,,,,,,
250960,6661,2400.0,60.0,TURF,0,0,14,,,,,,32,,,,,
254744,6662,2000.0,100.0,TURF,0,0,09,,,,,,27,,,,,
254275,6663,1897.0,192.0,TURF-P,0,0,03,,,,,,21,,,,,
254276,6663,2500.0,192.0,TURF-F,0,0,12,,,,,,30,,,,,
254277,6663,2553.0,82.0,TURF-P,0,0,13,,,,,,31,,,,,
254497,6664,2200.0,50.0,TURF-G,0,0,08,,,,,,26,,,,,
254981,6665,2150.0,60.0,TURF-F,0,0,12,,,,,,30,,,,,
247902,6667,1900.0,125.0,TURF,0,0,N,,,,,,S,,,,,
264707,45686,100.0,100.0,TURF,0,0,H1,,,,,,,,,,,
247920,6669,3000.0,300.0,WATER,0,0,18W,,,,,,36W,,,,,
269425,6669,20.0,20.0,TURF,0,0,H1,,,,,,,,,,,
254643,6671,2200.0,50.0,TURF,0,0,09,,,,,,27,,,,,
269426,6672,25.0,25.0,TURF,0,0,H1,,,,,,,,,,,
256138,6673,2750.0,50.0,TURF,0,0,09,,,,,,27,,,,,
246764,6674,1500.0,75.0,TURF,0,0,E,,,,,,W,,,,,
256203,6676,2000.0,30.0,TURF,0,0,E,,,,,,W,,,,,
269427,6677,100.0,100.0,TURF-G,1,0,H1,,,,,,,,,,,
269428,6678,60.0,50.0,TURF-GRVL,0,0,H1,,,,,,,,,,,
269429,6679,40.0,40.0,ASPH,0,0,H1,,,,,,,,,,,
249606,6680,2000.0,50.0,TURF,0,0,06,,,,,,24,,,,,
256249,6681,500.0,100.0,TURF,0,0,01,,,,,,19,,,,,
254954,6682,3600.0,150.0,TURF-G,0,0,04,,,,,,22,,,,,
256315,6683,4050.0,60.0,DIRT-G,0,0,02,,,,,,20,,,,,
269430,6684,32.0,32.0,CONC,0,0,H1,,,,,,,,,,,
269431,6685,40.0,40.0,CONC,1,0,H1,,,,,,,,,,,
257585,6686,1600.0,120.0,TURF,0,0,11,,,,,,29,,,,,
253685,6688,4800.0,80.0,TURF,0,0,17,,,,,,35,,,,,240.0
256179,6689,4000.0,30.0,DIRT,0,0,07,,,,,,25,,,,,
256180,6689,4000.0,50.0,DIRT-P,0,0,16,,,,,,34,,,,,
247487,6690,3000.0,80.0,TURF,0,0,18,,,,,,36,,,,,500.0
253964,6692,2650.0,50.0,TURF,0,0,16,,,,,,34,,,,,
253202,6693,2200.0,60.0,TURF,0,0,18,,,,,800.0,36,,,,,
251734,6694,1500.0,30.0,DIRT,0,0,13,,,,,,31,,,,,
330469,330393,1950.0,50.0,Turf,0,0,18,,,,,,36,,,,,
251224,6695,1500.0,40.0,TURF,0,0,02,,,,,,20,,,,,
251225,6695,1320.0,40.0,TURF,0,0,11,,,,,,29,,,,,
248733,6696,1000.0,70.0,DIRT,0,0,07,,,,,,25,,,,,
248735,6696,6000.0,500.0,WATER,0,0,N,,,,,,S,,,,,
248734,6696,2600.0,500.0,WATER,0,0,NE,,,,,,SW,,,,,
265066,6697,50.0,50.0,CONC,1,0,H1,,,,,,,,,,,
265067,6698,117.0,117.0,CONC,1,0,H1,,,,,,,,,,,
248069,6699,3600.0,60.0,DIRT,1,0,E,,,,,,W,,,,,
265068,6700,40.0,40.0,CONC,1,0,H1,,,,,,,,,,,
245857,6701,4000.0,30.0,ASPH-G,0,0,13,40.2167,-104.749,4900.0,140.0,,31,40.2083,-104.74,4950.0,,
248602,6702,2000.0,200.0,TURF,0,0,E,,,,,,W,,,,,
258132,6703,2000.0,50.0,TURF-G,0,0,09,,,,,200.0,27,,,,,1070.0
265069,6704,50.0,40.0,CONC,0,0,H1,,,,,,,,,,,
322728,322717,1990.0,65.0,Turf,0,0,10,,,,,,28,,,,,
322729,322717,1955.0,60.0,Turf,0,0,11,,,,,,29,,,,,
255699,6705,2375.0,90.0,TURF-G,0,0,13,,,,58.0,,31,,,,238.0,
344643,6706,2000.0,150.0,GRS,0,0,N,,,,,,S,,,,,
254224,6707,1800.0,100.0,TURF,0,0,11,,,,,,29,,,,,
254122,6708,1000.0,200.0,TURF,0,0,N,,,,,,S,,,,,
254941,6709,2600.0,105.0,TURF,0,0,18,,,,,,36,,,,,
265070,6711,40.0,40.0,CONC,0,0,H1,,,,,,,,,,,
265071,6712,25.0,25.0,GRAVEL,0,0,H1,,,,,,,,,,,
250552,6713,2300.0,80.0,TURF,0,0,03,,,,,,21,,,,,
265072,6714,60.0,60.0,TURF,0,0,H1,,,,,,,,,,,
265073,6715,40.0,40.0,CONC,1,0,H1,,,,,,,,,,,
258174,6716,3800.0,200.0,WATER,0,0,02,,,,,,20,,,,,
256543,6717,1600.0,60.0,TURF,0,0,12,,,,,,30,,,,,
265074,6718,50.0,50.0,CONC,1,0,H1,,,,,,,,,,,
251983,6719,2400.0,90.0,TURF,0,0,18,,,,,,36,,,,,
265075,6720,20.0,20.0,TURF,0,0,H1,,,,,,,,,,,
254015,6721,1940.0,75.0,TURF,0,0,17,,,,,,35,,,,,
256583,6722,2200.0,50.0,TURF,0,0,15,,,,,,33,,,,,
265076,6723,60.0,60.0,CONC,0,0,H1,,,,,,,,,,,
252674,6725,2400.0,24.0,ASPH,1,0,17,,,,,,35,,,,,
247862,4650,2400.0,50.0,GRVL,0,0,07,,,,,,25,,,,,
255474,6726,2750.0,40.0,ASPH-G,0,0,09,,,,,,27,,,,,
253422,6727,2600.0,50.0,TURF,0,0,17,,,,,,35,,,,,
248631,6728,2200.0,200.0,TURF,0,0,01,,,,,,19,,,,,
269432,6729,12.0,80.0,ASPH,0,0,H1,,,,,,,,,,,
250930,6731,3200.0,30.0,TURF-P,0,0,18,,,,,,36,,,,,
256491,6732,2000.0,75.0,TURF,0,0,16,,,,,,34,,,,,
247680,6733,2100.0,60.0,TURF,0,0,N,,,,,,S,,,,,
247679,6733,2200.0,60.0,TURF,0,0,NE,,,,,,SW,,,,,
269433,6734,60.0,60.0,CONC,0,0,H1,,,,,,,,,,,
248677,6735,1200.0,50.0,TURF,0,0,18,,,,,,36,,,,,
348549,348548,1900.0,30.0,Turf,0,0,18,,,1232.0,,,36,,,1221.0,,
250205,6736,2950.0,60.0,CONC,0,0,07,,,,,,25,,,,,
269434,6737,130.0,80.0,ASPH,0,0,H1,,,,,,,,,,,
269435,6738,100.0,100.0,TURF,0,0,H1,,,,,,,,,,,
322893,322892,2926.0,65.0,Turf,0,0,9,,,,,,27,,,,,
254174,6739,675.0,90.0,TURF-G,0,0,14,,,,,,32,,,,,150.0
254175,6739,925.0,90.0,TURF-G,0,0,16,,,,,,34,,,,,150.0
254176,6739,1130.0,90.0,TURF-G,0,0,18,,,,,,36,,,,,300.0
252715,6740,2115.0,100.0,TURF-G,0,0,08,,,,,,26,,,,,
269436,6741,40.0,40.0,CONC,1,0,H1,,,,,,,,,,,
256656,6743,3500.0,100.0,TURF,0,0,12,,,,,,30,,,,,
269437,6744,20.0,20.0,TURF,0,0,H1,,,,,,,,,,,
269438,6745,90.0,90.0,ASPH,0,0,H1,,,,,,,,,,,
341552,341551,3000.0,50.0,Turf,0,0,18,,,117.0,,,36,,,117.0,,
269439,6746,150.0,150.0,TURF,0,0,H1,,,,,,,,,,,
256580,6747,5000.0,35.0,GRAVEL,0,0,NE,,,,,,SW,,,,,
256581,6747,3250.0,35.0,GRAVEL,0,0,NW,,,,,,SE,,,,,
252650,6749,2800.0,60.0,GRAVEL,0,0,18,,,,,,36,,,,,
254284,6750,1500.0,60.0,TURF,0,0,N,,,,,,S,,,,,
257028,6751,2000.0,70.0,GRVL,0,0,07,,,,,,25,,,,,
345758,345757,54.0,54.0,CON,0,0,H1,,,,,,,,,,,
255081,6752,3200.0,50.0,TURF-DIRT,0,0,04,,,,,,22,,,,,
255082,6752,1600.0,50.0,TURF,0,0,15,,,,,,33,,,,,
325444,325443,1300.0,100.0,Turf,0,0,16,,,,,,34,,,,,
325445,325443,825.0,68.0,Turf,0,0,5,,,,,,23,,,,,
265077,6753,100.0,100.0,ASPH,0,0,H1,,,,,,,,,,,
265078,6754,40.0,40.0,ASPH,1,0,H1,,,,,,,,,,,
240582,6756,5000.0,150.0,ASPH,0,0,08,34.564,-117.683,,91.2,,26,34.5637,-117.667,,,
253718,6757,1900.0,100.0,GRVL-DIRT,0,0,08,,,,,,26,,,,,600.0
265079,6758,50.0,100.0,TURF,0,0,H1,,,,,,,,,,,
328589,6759,2400.0,20.0,ASP,0,1,15,,,,,,33,,,,,
248386,6760,2620.0,212.0,TURF,0,0,09,,,,,,27,,,,,
254455,6761,3000.0,100.0,TURF,0,0,09,,,,,,27,,,,,
251866,6762,2382.0,120.0,TURF-G,1,0,06,39.9092,-83.1928,920.0,,,24,39.9131,-83.1847,920.0,,
250269,6763,2310.0,84.0,TURF-G,0,0,18,,,,,,36,,,,,
248055,6764,3000.0,25.0,DIRT-F,0,0,07,,,,,,25,,,,,
247381,6765,1372.0,72.0,TURF,0,0,18,,,,,,36,,,,,
258147,6766,1700.0,70.0,TURF,0,0,N,,,,,,S,,,,,
264167,45410,4000.0,1000.0,WATER,0,0,13W,,,,,,31W,,,,,
252471,6767,2200.0,150.0,TURF,0,0,09,,,,,400.0,27,,,,,
265080,6768,400.0,60.0,TURF-GRVL,0,0,H1,,,,,,,,,,,
249845,6769,1700.0,30.0,ASPH,0,0,15,,,,,,33,,,,,
265081,6770,40.0,40.0,CONC,1,0,H1,,,,,,,,,,,
256788,6771,3700.0,70.0,TURF,0,0,09,,,,,,27,,,,,
265082,6772,60.0,60.0,CONC-G,0,0,H1,,,,,,,,,,,
255931,6773,2100.0,300.0,TURF,0,0,16,,,,,,34,,,,,
265083,6774,50.0,50.0,ASPH,1,0,H1,,,,,,,,,,,
250921,6775,1950.0,120.0,TURF,0,0,15,,,,,,33,,,,,
249123,6776,2000.0,100.0,TURF-G,0,0,18,,,,,450.0,36,,,,,225.0
253156,6777,2500.0,150.0,TURF,0,0,10,,,,,,28,,,,,
247380,6778,2600.0,150.0,TURF,0,0,18,,,,,,36,,,,,
239977,6779,3400.0,100.0,ASPH-TURF,0,0,17,32.9442,-90.8373,,180.0,,35,32.9349,-90.8373,,,
247254,6780,2100.0,100.0,TURF,0,0,E,,,,,,W,,,,,
247255,6780,1900.0,100.0,TURF,0,0,N,,,,,,S,,,,,
269440,6781,91.0,35.0,ASPH,0,0,H1,,,,,,,,,,,
250070,6782,2500.0,100.0,TURF,0,0,N,,,,,,S,,,,,
249124,6783,3500.0,50.0,TURF,1,0,08,,,,,600.0,26,,,,,300.0
347888,347887,78.0,36.0,CON,0,0,H1,,,,,,,,,,,
240873,6784,3240.0,45.0,ASPH,1,0,02,35.7518,-115.668,,33.5,,20,35.7592,-115.662,,,
256237,6785,5200.0,50.0,TURF,0,0,02,,,,,,20,,,,,1700.0
264637,45733,50.0,100.0,CONC,0,0,H1,,,,,,,,,,,
257547,6786,2200.0,70.0,TURF,0,0,N,,,,,,S,,,,,
269441,6787,45.0,45.0,CONC,0,0,H1,,,,,,,,,,,
269442,6789,100.0,100.0,CONC,0,0,H1,,,,,,,,,,,
269443,6790,70.0,70.0,CONC,0,0,H1,,,,,,,,,,,
269444,6791,50.0,50.0,CONC,0,0,H1,,,,,,,,,,,
325774,325773,46.0,46.0,CON,0,0,H1,,,2437.0,,,H1,,,,,
269445,6792,60.0,40.0,CONC,0,0,H1,,,,,,,,,,,
269446,6793,30.0,30.0,TURF,0,0,H1,,,,,,,,,,,
248352,6794,3000.0,50.0,ASPH,0,0,01,,,,,,19,,,,,
269447,6795,20.0,20.0,TURF,0,0,H1,,,,,,,,,,,
342439,342438,4645.0,55.0,ASP,0,0,18,29.7195,-99.5454,1550.0,,,36,29.7067,-99.5459,1523.0,,
254703,6796,2000.0,50.0,TURF,0,0,12,,,,,,30,,,,,
251630,6797,3700.0,50.0,DIRT,0,0,04,,,,,,22,,,,,
248135,6798,7745.0,55.0,GRVL-G,0,0,10,38.1041,-106.186,,118.0,,28,38.0941,-106.163,,298.0,
269448,6799,50.0,50.0,CONC,1,0,H1,,,,,,,,,,,
249896,6800,3500.0,80.0,TURF-F,0,0,01,,,,,,19,,,,,
249897,6800,1800.0,70.0,TURF-F,0,0,11,,,,,,29,,,,,
252792,6801,1300.0,40.0,TURF,0,0,06,,,,,,24,,,,,
253744,6802,2751.0,75.0,ASPH-G,1,0,06,46.0213,-92.9001,1021.0,66.0,190.0,24,46.0244,-92.8902,1009.0,246.0,394.0
257588,6803,1800.0,60.0,TURF,0,0,N,,,,,,S,,,,,
252584,6804,1800.0,100.0,TURF,0,0,09,,,,,,27,,,,,
264555,45903,4100.0,60.0,ASPH,0,0,11,,,,,,29,,,,336.5,
269449,6805,40.0,40.0,CONC,0,0,H1,,,,,,,,,,,
269450,6806,80.0,60.0,ASPH,0,0,H1,,,,,,,,,,,
249330,6807,2000.0,75.0,TURF-GRVL,0,0,01,,,,,,19,,,,,
265084,6808,1600.0,50.0,ASPH,0,0,H1,,,,,,,,,,,
265085,6808,1600.0,50.0,ASPH,0,0,H2,,,,,,,,,,,
265086,6808,1600.0,50.0,ASPH,0,0,H3,,,,,,,,,,,
265087,6808,1600.0,50.0,ASPH,0,0,H4,,,,,,,,,,,
265088,6808,1600.0,50.0,ASPH,0,0,H5,,,,,,,,,,,
265089,6808,1600.0,50.0,ASPH,0,0,H6,,,,,,,,,,,
264096,45302,2000.0,100.0,TURF,0,0,06,,,,,,24,,,,263.0,
265090,6809,40.0,40.0,CONC,0,0,H1,,,,,,,,,,,
251991,6810,4000.0,200.0,WATER,0,0,NW,,,,,,SE,,,,,
265091,6811,78.0,78.0,CONC-G,0,0,H1,,,,,,,,,,,
240517,6812,3700.0,60.0,ASPH-G,1,0,10,38.6131,-122.397,618.0,116.0,840.0,28,38.6086,-122.386,618.0,,340.0
257870,6813,2650.0,60.0,TURF,0,0,18,,,,,,36,,,,,
265092,6814,50.0,50.0,ASPH,0,0,H1,,,,,,,,,,,
251765,6815,2950.0,100.0,TURF,0,0,08,,,,,,26,,,,,
265093,6816,95.0,95.0,TURF,0,0,H1,,,,,,,,,,,
258062,6817,3200.0,60.0,TURF,0,0,09,,,,,420.0,27,,,,,385.0
258063,6817,1600.0,50.0,TURF,0,0,15,,,,,,33,,,,,
256136,6818,2200.0,60.0,ASPH,0,0,18,,,,,,36,,,,,
252492,6819,2450.0,65.0,TURF-P,0,0,09,,,,,,27,,,,,
249604,6820,2000.0,70.0,TURF-GRVL,0,0,03,,,,,,21,,,,,
252030,6821,1800.0,100.0,TURF,0,0,09,,,,,,27,,,,,
255177,6822,3200.0,70.0,TURF,0,0,10,,,,,700.0,28,,,,,675.0
255557,6823,2000.0,100.0,TURF,0,0,08,,,,,,26,,,,,
252443,6824,2000.0,100.0,TURF,0,0,09,,,,,,27,,,,,
253170,6825,2350.0,50.0,TURF,0,0,17,,,,,,35,,,,,
346027,346026,600.0,50.0,Turf,0,0,9,,,,,,27,,,,,
247089,6826,1270.0,150.0,TURF,0,0,02,,,,,150.0,20,,,,,
248582,6827,2200.0,70.0,TURF,0,0,18,,,,,,36,,,,,
265094,6828,120.0,120.0,ASPH,0,0,H1,,,,,,,,,,,
239914,6829,2300.0,100.0,TURF,0,0,02,31.2471,-92.4783,,22.4,,20,31.2529,-92.4755,,,1000.0
265095,6831,100.0,40.0,ASPH,0,0,H1,,,,,,,,,,188.0,
256912,6832,2700.0,80.0,TURF,0,0,18,,,,,500.0,36,,,,,
256013,6833,900.0,40.0,TURF,0,0,E,,,,,,W,,,,,
